"station_id";"codestation";"inseecom";"coordx";"coordy";"codecourseau";"libellecourseau";"codetronconhydro";"coderegion";"codedepartement";"naturestation";"libellenaturestation";"typeentitehydro";"cdtronconh";"idtronconh";"nomentiteh";"etat";"sens";"largeur";"nature";"navigable";"source";"target";"troncon_id";"gid";"distance";"cdentitehy";"nomentiteh_plando";"distance_planeau";"verif_cdho"
21133;"L813510";"79135";"456355";"6635216";NULL;NULL;NULL;"75";"79";"M";"Station de mesure Manuelle";"1";"L8134000";"427001931";"rivière le cébron";"Fictif";"Sens du tronçon";"Plus de 50 mètres";"Cours d'eau naturel";"Non navigable";129070;8684;93106;"311122";"0.2926152792574769";"L8135103";"barrage du cébron";"0";False
21134;"L612615";"36173";"564484.6";"6628446";NULL;NULL;NULL;"24";"36";"M";"Station de mesure Manuelle";"1";"L6124801";"425001782";NULL;"Fictif";"Sens du tronçon";"Sans objet";"Cours d'eau naturel";"Non navigable";8337;125404;89004;"307019";"16.570956802165956";"L6126153";"étang du blizon";"0";False
21135;"L911510";"37198";"489489.99";"6711355.15";NULL;NULL;NULL;"24";"37";"M";"Station de mesure Manuelle";"1";"L9114500";"450002402";NULL;"Fictif";"Sens du tronçon";"De 0 à 15 mètres";"Cours d'eau naturel";"Non navigable";164915;164292;134851;"352874";"81.54176568877403";"L9115103";"retenue de pincemaille";"0";False
21142;"L612821";"36124";"566510.75";"6630053.57";NULL;NULL;NULL;"24";"36";"M";"Station de mesure Manuelle";"1";"L6129300";"425001648";NULL;"Fictif";"Sens du tronçon";"Sans objet";"Cours d'eau naturel";"Non navigable";126148;126149;89977;"307995";"92.22045337419524";"L6128213";"étang de bignotoi";"0";False
21145;"M306999";"53111";"433760.36";"6813182.43";NULL;NULL;NULL;"52";"53";"M";"Station de mesure Manuelle";"1";"M3230090";"432002412";"rivière la mayenne";"Fictif";"Sens du tronçon";"Sans objet";"Cours d'eau naturel";"Non navigable";221982;221850;200869;"418865";"199.87688737881933";"M3--5003";"retenue de saint-fraimbault";"0";False
21147;"M325520";"53008";"437966.03";"6804755.3";NULL;NULL;NULL;"52";"53";"M";"Station de mesure Manuelle";"1";"M3255800";"432002950";"ruisseau des écottays";"Fictif";"Sens du tronçon";"Plus de 50 mètres";"Cours d'eau naturel";"Non navigable";217314;213620;195271;"413268";"8.725493886118436";"M3255203";"étang de beaucoudray";"0";False
21148;"L612851";"36096";"560424.27";"6629924.41";NULL;NULL;NULL;"24";"36";"M";"Station de mesure Manuelle";"1";"L6126700";"425001682";NULL;"Fictif";"Sens du tronçon";"Plus de 50 mètres";"Cours d'eau naturel";"Non navigable";125987;125433;89860;"307878";"5.200112579992177";"L6128513";"étang de la gabrière";"0";False
21149;"M374510T";"53258";"396772.1";"6759540.74";NULL;NULL;NULL;"52";"53";"M";"Station de mesure Manuelle";"1";"M3744000";"450007886";"ruisseau de l'usure";"Fictif";"Sens du tronçon";"Sans objet";"Cours d'eau naturel";"Non navigable";190803;14837;164764;"382781";"3.74868911005812";"M3745103";"étang de la rincerie";"0";False
21151;"M381530";"44199";"382777.95";"6742143.74";NULL;NULL;NULL;"52";"44";"M";"Station de mesure Manuelle";"1";"M3815000";"432005896";NULL;"Fictif";"Sens du tronçon";"Plus de 50 mètres";"Cours d'eau naturel";"Non navigable";180044;180555;152864;"370888";"6.94427331850673";"M3815303";"étang de la blisière";"0";False
21156;"M633520";"44144";"373541.22";"6722970.18";NULL;NULL;NULL;"52";"44";"M";"Station de mesure Manuelle";"1";"M6334700";"435000112";"ruisseau du jeanneau";"Fictif";"Sens du tronçon";"Plus de 50 mètres";"Cours d'eau naturel";"Non navigable";169799;169733;140516;"358525";"45.72211880867428";"M6335203";"étang de la provostière";"0";False
21159;"M633564T";"44077";"366877.5";"6722545.08";NULL;NULL;NULL;"52";"44";"M";"Station de mesure Manuelle";"1";"M6335700";"435000124";"ruisseau le baillou";"Fictif";"Sens du tronçon";"Sans objet";"Cours d'eau naturel";"Non navigable";169734;169464;140437;"358445";"8.436205071404263";"M6335643";"grand étang de vioreau";"0";False
21163;"N311500T";"85232";"383970.4";"6626125";NULL;NULL;NULL;"52";"85";"M";"Station de mesure Manuelle";"1";"N3117000";"441000911";"ruisseau la vouraie";"Fictif";"Sens du tronçon";"Sans objet";"Cours d'eau naturel";"Non navigable";124303;124190;87782;"305795";"0.0955299632745328";"N3115003";"retenue de la sillonnière";"0";False
21165;"N330510";"85061";"375615.2";"6615272";NULL;NULL;NULL;"52";"85";"M";"Station de mesure Manuelle";"1";"N3304100";"441001628";"rivière le marillet";"Fictif";"Sens du tronçon";"Sans objet";"Cours d'eau naturel";"Non navigable";119119;119057;82040;"300067";"0.10002356985087946";"N3305103";"barrage du marillet";"0";False
21166;"M741500T";"85065";"379564.05";"6654950.98";NULL;NULL;NULL;"52";"85";"M";"Station de mesure Manuelle";"1";"M7410300";"450000467";"rivière la grande maine";"Fictif";"Sens du tronçon";"Sans objet";"Cours d'eau naturel";"Non navigable";139129;139179;104570;"322580";"10.788190972023537";"M7415003";"retenue de la bultière";"0";False
21167;"N340510";"85191";"363080.4";"6630824";NULL;NULL;NULL;"52";"85";"M";"Station de mesure Manuelle";"1";"N3400300";"441000647";"rivière l'yon";"Fictif";"Sens du tronçon";"Sans objet";"Cours d'eau naturel";"Non navigable";8497;8452;90548;"308566";"0.05728028700696121";"N3405103";"barrage de moulin papon";"0";False
21168;"M820310";"44188";"344689.13";"6676182.5";NULL;NULL;NULL;"52";"44";"M";"Station de mesure Manuelle";"1";"M8200260";"450008337";"rivière la boulogne";"Fictif";"Sens du tronçon";"Sans objet";"Cours d'eau naturel";"Non navigable";146868;148516;115508;"333509";"867.6027587606951";"M8203103";"lac de grand-lieu";"0";False
21169;"N350510";"85277";"364084.2";"6611362";NULL;NULL;NULL;"52";"85";"M";"Station de mesure Manuelle";"1";"N3504200";"441001806";"rivière le graon";"Fictif";"Sens du tronçon";"Plus de 50 mètres";"Cours d'eau naturel";"Non navigable";117542;117489;80207;"298231";"0.4920876803689811";"N3505103";"lac du graon";"0";False
21170;"N120510";"85120";"334467.4";"6628822";NULL;NULL;NULL;"52";"85";"M";"Station de mesure Manuelle";"1";"N1200300";"439000712";"rivière le jaunay";"Fictif";"Sens du tronçon";"Plus de 50 mètres";"Cours d'eau naturel";"Non navigable";125568;8362;89226;"307240";"2.4641861400508756";"N1205103";"lac du jaunay";"0";False
21171;"N410505T";"79253";"454271.03";"6600739.04";NULL;NULL;NULL;"75";"79";"M";"Station de mesure Manuelle";"1";"N4104000";"450007832";"ruisseau le chambon";"Fictif";"Sens du tronçon";"Sans objet";"Cours d'eau naturel";"Non navigable";114140;113701;76218;"294233";"8.891663197614639";"N4105053";"retenue de la touche poupard";"0";False
21172;"N71-410";"85143";"410096.56";"6608736.44";NULL;NULL;NULL;"52";"85";"M";"Station de mesure Manuelle";"1";"N7120120";"445000306";"rivière la vendée";"Fictif";"Sens du tronçon";"Sans objet";"Cours d'eau naturel";"Non navigable";116669;7382;79331;"297357";"12.095828380118899";"N71-4103";"barrage de mervent";"0";False
21174;"N1--310";"85130";"338491.86";"6637983.1";NULL;NULL;NULL;"52";"85";"M";"Station de mesure Manuelle";"1";"N1100150";"439000382";"fleuve la vie";"Fictif";"Sens du tronçon";"Sans objet";"Cours d'eau naturel";"Non navigable";130769;130847;95143;"313145";"18.899489496881685";"N1--3103";"barrage d'apremont";"0";False
21176;"N303510";"85051";"388790.3";"6622680";NULL;NULL;NULL;"52";"85";"M";"Station de mesure Manuelle";"1";"N3030160";"441001136";"rivière le grand lay";"Fictif";"Sens du tronçon";"Sans objet";"Cours d'eau naturel";"Non navigable";123138;122762;86474;"304490";"1.072525461885867";"N3035103";"retenue de l'angle guignard";"0";False
21178;"N30-410";"85145";"397618.7";"6628835";NULL;NULL;NULL;"52";"85";"M";"Station de mesure Manuelle";"1";"N3010160";"450007058";"rivière le grand lay";"Fictif";"Sens du tronçon";"Sans objet";"Cours d'eau naturel";"Non navigable";125870;125492;89513;"307529";"0.6644030437413883";"N30-4103";"retenue de rochereau";"0";False
25652;"O5325023";"12185";"677848";"6351965";NULL;NULL;NULL;"76";"12";"M";"Station de mesure Manuelle";"1";"O5320530";"500037901";"ruisseau de bage";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";412458;412459;435789;"138574";"16.28192873750471";"O5325023";"lac de bage";"0";False
25654;"O53-4003";"12050";"677037";"6345790";NULL;NULL;NULL;"76";"12";"M";"Station de mesure Manuelle";"1";"O5350400";"500039730";"ruisseau le vioulou";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";421045;39264;430519;"133274";"63.170189632736744";"O53-4003";"lac de pareloup";"0";False
25655;"P0045133";"23081";"655387";"6520680";NULL;NULL;NULL;"75";"23";"M";"Station de mesure Manuelle";"1";"P0040400";"500083038";"ruisseau la ramade";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";76206;75447;33140;"251161";"19.42504831243964";"P0045133";"étang de la ramade";"0";False
25656;"P0065033";"23224";"648878";"6516035";NULL;NULL;NULL;"75";"23";"M";"Station de mesure Manuelle";"1";"P0060500";"500083095";"ruisseau la méouzette";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";72762;72763;29510;"247532";"119.78133792943504";"P0065033";"étang de méouze";"0";False
25657;"O53-4013";"12185";"678510";"6354503";NULL;NULL;NULL;"76";"12";"M";"Station de mesure Manuelle";"1";"O5320290";"500037196";"rivière le viaur";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";39917;427615;437911;"140699";"4.371575724877582";"O53-4013";"réservoir de pont-de-salars";"0";False
25659;"P01-5053";"15092";"660136";"6479813";NULL;NULL;NULL;"84";"15";"M";"Station de mesure Manuelle";"1";"P0180000";"500087009";"rivière la dordogne";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";55287;54981;8888;"226875";"38.24881748775175";"P01-5053";"retenue de bort les orgues";"0";False
25661;"O5645033";"81304";"630449";"6331938";NULL;NULL;NULL;"76";"81";"M";"Station de mesure Manuelle";"1";"O5640500";"500044068";"ruisseau le céret";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";405223;410821;418545;"121283";"34.37329901513536";"O5645033";"retenue de la roucarie";"0";False
25662;"P0--3003";"15240";"673008";"6477407";NULL;NULL;NULL;"84";"15";"M";"Station de mesure Manuelle";"1";"P0601062";"550011260";NULL;"Fictif";"Inconnu";"Sans objet";"Sans objet";"Non navigable";54076;53578;7480;"225458";"94.35566386707731";"P0--3003";"lac de lastioulles";"0";False
25663;"P0--5003";"19113";"649772.56";"6477934.5";NULL;NULL;NULL;"75";"19";"M";"Station de mesure Manuelle";"1";"P0780000";"500087435";"rivière la dordogne";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";54252;53853;7680;"225660";"5.87086866777356";"P0--5003";"lac de marèges";"0";False
25664;"O56-5003";"81072";"645291";"6326342";NULL;NULL;NULL;"76";"81";"M";"Station de mesure Manuelle";"1";"O5620400";"550000724";"rivière le cérou";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";406719;406278;413902;"116649";"0.3532991095407245";"O56-5003";"lac de saint-géraud";"0";False
25665;"P0--5013";"15036";"639446";"6461027";NULL;NULL;NULL;"84";"15";"M";"Station de mesure Manuelle";"1";"P0960000";"550000791";"rivière la dordogne";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";492064;488075;511644;"214392";"15.990785317835918";"P0--5013";"lac de l'aigle";"0";False
25666;"O5705013";"81152";"626571.4";"6322394";NULL;NULL;NULL;"76";"81";"M";"Station de mesure Manuelle";"1";"O5700400";"550001059";"ruisseau de la vère";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";403759;403718;410571;"113325";"31.825737025595032";"O5705013";"réservoir de fonrogue";"0";False
25667;"P0625013";"63279";"686772";"6484568";NULL;NULL;NULL;"84";"63";"M";"Station de mesure Manuelle";"1";"P0620560";"500086204";"ruisseau de chauvet";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";57262;57542;11458;"229441";"260.7721554609232";"P0625013";"lac chauvet";"0";False
25668;"O5755033";"82145";"588224";"6329376";NULL;NULL;NULL;"76";"82";"M";"Station de mesure Manuelle";"1";"O5750590";"550000537";"ruisseau du gouyre";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";407659;408842;416283;"119022";"0.5382455845993956";"O5755033";"lac du gouyre";"0";False
25579;"O0115113";"65465";"466013.78";"6197895.5";NULL;NULL;NULL;"76";"65";"M";"Station de mesure Manuelle";"1";"O0111600";"500078025";NULL;"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";324847;324607;322155;"24907";"18.851112938795293";"O0115113";"lac d'aubert";"0";False
25580;"O0115163";"65388";"471215";"6195928";NULL;NULL;NULL;"76";"65";"M";"Station de mesure Manuelle";"1";"O0110780";"500078407";"l'oule";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";324090;323938;321305;"24053";"77.0923697443969";"O0115163";"lac de l'oule";"0";False
25582;"O0115183";"65017";"467710";"6195972";NULL;NULL;NULL;"76";"65";"M";"Station de mesure Manuelle";"1";"O0110500";"500078377";"neste de couplan";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";29318;323886;321315;"24061";"20.486895781696553";"O0115183";"lac d'orédon";"0";False
25669;"P07-5003";"19247";"650849";"6482767";NULL;NULL;NULL;"75";"19";"M";"Station de mesure Manuelle";"1";"P0770400";"500086504";"rivière la diège";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";56989;56683;10820;"228810";"10.09783949547255";"P07-5003";"barrage des chaumettes";"0";False
25583;"O2025063";"31538";"546333.9";"6254634.5";NULL;NULL;NULL;"76";"31";"M";"Station de mesure Manuelle";"1";"O2020690";"550009095";"ruisseau de la saverette";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";353515;353211;354073;"56836";"60.80548839165304";"O2025063";"retenue de savères";"0";False
25700;"O6805003";"32252";"483237";"6264623";NULL;NULL;NULL;"76";"32";"M";"Station de mesure Manuelle";"1";"O6800400";"500064685";"rivière l'osse";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";359839;360791;362115;"64850";"138.36947165606497";"O6805003";"lac de miélan";"0";False
25596;"O1105013";"09030";"572787";"6176367";NULL;NULL;NULL;"76";"09";"M";"Station de mesure Manuelle";"1";"O1100400";"500081459";"ruisseau de soulcem";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";312051;317198;313526;"16284";"7.642065774915234";"O1105013";"étang de soulcem";"0";False
25598;"O1155003";"09162";"579382";"6179108";NULL;NULL;NULL;"76";"09";"M";"Station de mesure Manuelle";"1";"O1150430";"500081414";"ruisseau de gnioure";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";317903;317942;314417;"17171";"26.074311568666683";"O1155003";"étang de gnioure";"0";False
25599;"O2345033";"31388";"591240";"6289315";NULL;NULL;NULL;"76";"31";"M";"Station de mesure Manuelle";"1";"O2340500";"550000512";"ruisseau de laragou";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";378740;378790;382550;"85284";"6.722632695480766";"O2345033";"lac du laragou";"0";False
25584;"O0115193";"65017";"465297";"6196075";NULL;NULL;NULL;"76";"65";"M";"Station de mesure Manuelle";"1";"O0110500";"500078426";"ruisseau de cap de long";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";320973;323899;321235;"23985";"92.45470793929908";"O0115193";"lac de cap de long";"0";False
25585;"O0155023";"65282";"490716";"6183608";NULL;NULL;NULL;"76";"65";"M";"Station de mesure Manuelle";"1";"O0151450";"500080734";NULL;"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";28876;28877;315959;"18699";"162.16523867093056";"O0155023";"lac de caillauas";"0";False
25586;"O2035003";"31435";"550780";"6259168";NULL;NULL;NULL;"76";"31";"M";"Station de mesure Manuelle";"1";"O2030520";"550000056";"ruisseau la bure";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";356457;356458;357519;"60270";"63.38198080712424";"O2035003";"lac de poucharramet";"0";False
25589;"O0745003";"09181";"568933";"6220032";NULL;NULL;NULL;"76";"09";"M";"Station de mesure Manuelle";"1";"O0740680";"500073927";"ruisseau de filleit";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";328713;328714;326343;"34412";"29.2306405139319";"O0745003";"barrage du filleit";"0";False
25591;"O1025023";"09220";"610992";"6173387";NULL;NULL;NULL;"76";"09";"M";"Station de mesure Manuelle";"1";"O1020560";"500081646";"ruisseau d'eychouzé";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";315292;316494;312687;"15435";"25.656122952519336";"O1025023";"étang de naguille";"0";False
25594;"O2215003";"11030";"601898";"6248314";NULL;NULL;NULL;"76";"11";"M";"Station de mesure Manuelle";"1";"O2210500";"500068056";"ruisseau la ganguise";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";349177;349281;349434;"52218";"59.46491139608549";"O2215003";"plan d'eau de la ganguise";"0";False
25671;"P09-5053";"19148";"645040";"6475741";NULL;NULL;NULL;"75";"19";"M";"Station de mesure Manuelle";"1";"P0930400";"500087770";"rivière la triouzoune";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";54301;52947;7738;"225717";"30.275784652475046";"P09-5053";"barrage de la triouzoune";"0";False
25674;"P1235003";"19258";"623713";"6449827";NULL;NULL;NULL;"75";"19";"M";"Station de mesure Manuelle";"1";"P1230500";"500094035";"rivière la glane";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";46116;485176;503853;"206634";"10.563079298872978";"P1235003";"lac de feyt";"0";False
25676;"P1--3003";"15011";"636751";"6442637";NULL;NULL;NULL;"84";"15";"M";"Station de mesure Manuelle";"1";"P1500250";"550000706";"rivière la maronne";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";480900;477537;499195;"201986";"23.31952642788305";"P1--3003";"lac du barrage d'enchanet";"0";False
25677;"O60-4003";"32468";"508461";"6257268";NULL;NULL;NULL;"76";"32";"M";"Station de mesure Manuelle";"1";"O6030240";"500066462";"rivière l'arrats";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";354800;355181;355924;"58687";"21.08833143849586";"O60-4003";"barrage-réservoir de l'astarac";"0";False
25681;"P13-5003";"19125";"621883";"6461796";NULL;NULL;NULL;"75";"19";"M";"Station de mesure Manuelle";"1";"P1330400";"500091143";"rivière le doustre";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";47033;492361;512518;"215265";"127.94068938118308";"P13-5003";"lac du barrage de la valette";"0";False
25682;"P1--5003";"19010";"617892";"6445688";NULL;NULL;NULL;"75";"19";"M";"Station de mesure Manuelle";"1";"P1350000";"500095019";"rivière la dordogne";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";482836;482653;501162;"203936";"32.76311129968738";"P1--5003";"barrage d'argentat";"0";False
25683;"P15-5023";"19091";"621206";"6441148";NULL;NULL;NULL;"75";"19";"M";"Station de mesure Manuelle";"1";"P1570250";"500095891";"rivière la maronne";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";480916;45560;498917;"201707";"8.798851949943332";"P15-5023";"barrage de hautefage";"0";False
25685;"P18-4003";"15182";"638383";"6427541";NULL;NULL;NULL;"84";"15";"M";"Station de mesure Manuelle";"1";"P1850500";"500099296";"ruisseau du pontal";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";44812;44813;489638;"192422";"36.15933415602649";"P18-4003";"lac du barrage de saint-étienne-cantalès";"0";False
25690;"P3035003";"19269";"607387";"6495782";NULL;NULL;NULL;"75";"19";"M";"Station de mesure Manuelle";"1";"P3030100";"500084516";"rivière la vézère";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";63137;62646;17901;"235870";"14.300419510860669";"P3035003";"lac des bariousses";"0";False
25691;"O6525013";"65374";"491143";"6247277";NULL;NULL;NULL;"76";"65";"M";"Station de mesure Manuelle";"1";"O6520400";"500068809";"rivière la baïsole";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";347257;348681;348755;"51541";"64.94106496426384";"O6525013";"retenue de puydarrieux";"0";False
25692;"P30-4003";"19284";"612918";"6499055";NULL;NULL;NULL;"75";"19";"M";"Station de mesure Manuelle";"1";"P3030100";"500084083";"rivière la vézère";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";64624;64638;19650;"237630";"31.525532111758885";"P30-4003";"lac de viam";"0";False
25699;"P4015003";"19049";"576744";"6444940";NULL;NULL;NULL;"75";"19";"M";"Station de mesure Manuelle";"1";"P4010500";"500095193";"ruisseau la couze";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";482307;482345;500599;"203379";"14.668789434129055";"P4015003";"lac du causse";"0";False
25701;"P---5003";"19258";"622397";"6451613";NULL;NULL;NULL;"75";"19";"M";"Station de mesure Manuelle";"1";"P1220000";"500093655";"rivière la dordogne";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";486551;486161;505300;"208071";"23.758499239881814";"P---5003";"barrage du chastang";"0";False
25706;"O6845003";"32032";"480021";"6282361";NULL;NULL;NULL;"76";"32";"M";"Station de mesure Manuelle";"1";"O6840610";"550000702";"ruisseau la baradée";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";372460;373875;376933;"79650";"32.959715425104655";"O6845003";"barrage de la baradée";"0";False
25708;"P7035143";"24269";"537817";"6496580";NULL;NULL;NULL;"75";"24";"M";"Station de mesure Manuelle";"1";"P7030400";"550000501";"rivière la côle";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";63576;63420;18401;"236377";"3.5134875784053405";"P7035143";"barrage de mialet";"0";False
25709;"O7105003";"48127";"744564";"6391880";NULL;NULL;NULL;"76";"48";"M";"Station de mesure Manuelle";"1";"O7100400";"500027452";"rivière la colagne";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";441460;451847;465475;"168208";"9.340850383710487";"O7105003";"lac de charpal";"0";False
25715;"Q0035033";"65077";"461514";"6208448";NULL;NULL;NULL;"76";"65";"M";"Station de mesure Manuelle";"1";"Q0030500";"550009582";"ruisseau le lhécou";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";302353;329086;326758;"29512";"44.5341139349323";"Q0035033";"lac bleu";"0";False
25716;"S4325003";"40273";"342979";"6284444";NULL;NULL;NULL;"75";"40";"M";"Station de mesure Manuelle";"1";"S4320570";"500118091";NULL;"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";374527;375662;378964;"81689";"44.35327661124142";"S4325003";"étang d'yrieu";"0";False
25723;"S43-5003";"40133";"344678";"6286642";NULL;NULL;NULL;"75";"40";"M";"Station de mesure Manuelle";"1";"S4312102";"550000734";NULL;"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";378577;376862;382312;"85041";"21.66293142451836";"S43-5003";"marais d'orx";"0";False
25724;"Q0555003";"65265";"472423";"6240998";NULL;NULL;NULL;"76";"65";"M";"Station de mesure Manuelle";"1";"Q0550500";"550000442";"l'arrêt-darré";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";31341;344524;344151;"46950";"57.850886834171035";"Q0555003";"barrage de l'arrêt darré";"0";False
25725;"Y1355023";"81016";"637339";"6256423";NULL;NULL;NULL;"76";"81";"M";"Station de mesure Manuelle";"1";"Y1351200";"650000025";"ruisseau du pesquié";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";355267;354511;356022;"58783";"3.5595979828519555";"Y1355023";"lac de la galaube";"0";False
25730;"Q1115193";"40091";"433493";"6295220";NULL;NULL;NULL;"75";"40";"M";"Station de mesure Manuelle";"1";"Q1110630";"550000864";"ruisseau le lourden";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";382769;382977;387387;"90141";"39.953758650626526";"Q1115193";"lac du lourden";"0";False
25732;"Q1115213";"40080";"436992";"6301733";NULL;NULL;NULL;"75";"40";"M";"Station de mesure Manuelle";"1";"Q1110700";"550000866";"ruisseau de gioulé";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";387788;387409;392934;"95716";"1.0787792966856957";"Q1115213";"lac de la gioule";"0";False
25733;"Q1225023";"40185";"433399";"6281972";NULL;NULL;NULL;"75";"40";"M";"Station de mesure Manuelle";"1";"Q1220400";"550000581";"ruisseau le bahus";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";372248;373521;376538;"79265";"77.60795914031358";"Q1225023";"retenue de miramont";"0";False
25735;"Q1305003";"64211";"444959";"6248321";NULL;NULL;NULL;"75";"64";"M";"Station de mesure Manuelle";"1";"Q1300400";"550000878";"ruisseau le gabas";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";348919;349359;349527;"52314";"1.105192137587586";"Q1305003";"lac du gabas";"0";False
25745;"Q2205013";"32403";"472350";"6288285";NULL;NULL;NULL;"76";"32";"M";"Station de mesure Manuelle";"1";"Q2200290";"500004563";"rivière la douze";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";377541;378038;381675;"84392";"32.35197058054754";"Q2205013";"lac saint-jean";"0";False
25747;"Q2255003";"32096";"455107";"6320376";NULL;NULL;NULL;"76";"32";"M";"Station de mesure Manuelle";"1";"Q2250500";"500001404";"ruisseau l'uby";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";402214;402307;408963;"111724";"30.6913323605514";"Q2255003";"lac de l'uby";"0";False
25748;"Q2265013";"40131";"446916";"6321043";NULL;NULL;NULL;"75";"40";"M";"Station de mesure Manuelle";"1";"Q2260570";"550000748";"ruisseau le loumné";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";402516;402780;409490;"112244";"7.037642657296987";"Q2265013";"lac du barrage de tailluret";"0";False
25750;"Q2615013";"40197";"391838";"6334874";NULL;NULL;NULL;"75";"40";"M";"Station de mesure Manuelle";"1";"Q2611162";"500000621";NULL;"Permanent";"Inconnu";"De 0 à 15 mètres";"Canal, chenal";"Non navigable";413272;413370;421757;"124493";"483.29296497011063";"Q2615013";"lac du commanday";"0";False
25751;"Q2615113";"40197";"390124";"6331818";NULL;NULL;NULL;"75";"40";"M";"Station de mesure Manuelle";"1";"Q2611162";"500000798";NULL;"Permanent";"Inconnu";"De 0 à 15 mètres";"Canal, chenal";"Non navigable";411487;411488;419317;"122051";"377.83141743994923";"Q2615113";"lac d'arjuzanx";"0";False
25752;"Q2615133";"40197";"388995";"6327929";NULL;NULL;NULL;"75";"40";"M";"Station de mesure Manuelle";"1";"Q2612142";"500001086";NULL;"Intermittent";"Inconnu";"De 0 à 15 mètres";"Canal, chenal";"Non navigable";407303;408437;415838;"118578";"313.54761778678346";"Q2615133";"lac des quatre cantons";"0";False
25754;"Q3045003";"40190";"411560";"6288719";NULL;NULL;NULL;"75";"40";"M";"Station de mesure Manuelle";"1";"Q3040530";"550000867";"ruisseau de grabe";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";377669;378317;382005;"84730";"6.163475093922598";"Q3045003";"lac d'agès";"0";False
